,C-17,C#-10,C-10,B-9,A#-9,F-10,E-10,D#-10,D-10,G-10,F#-10,C-1,C#-1,D-1,D#-1,G#-0,A-0,A#-0,B-0,E-12,E-1,F-1,C--1,E--1,G#--1,D#-6,C-9,C#-9,D-9,D#-9,E-9,F-9,F#-9,G-9,G#-9,A-9,B-3,A#-3,G-3,F#-3,A-3,G#-3,D#-3,D-3,F-3,E-3,G#-15,D#-15,C#-15,C-15,G-8,F#-8,E-6,G#-8,D#-8,D-8,F-8,E-8,A#-5,B-5,G#-5,A-5,B-8,A#-8,C-6,C#-6,D#--1,G--1,G-19,C-8,C#-8,F#-7,G-7,E-7,F-7,A#-7,B-7,G#-7,A-7,D#-2,D-2,A-1,G#-1,G-1,F#-1,C#-2,C-2,B-1,A#-1,D-6,C-4,C#-4,D-4,D#-4,E-4,F-4,F#-4,G-4,G#-4,A-4,C#-20,D-20,D#-20,C#-14,C#-11,D-14,D#-14,D--1,G-14,E-14,F#--1,D#-7,D-7,C#-18,G-6,F#-6,A-6,G#-6,B-6,A#-6,C#-7,C-7,B--1,A#--1,C#-0,C-0,D#-0,D-0,F-0,E-0,G-0,F#-0,B-10,A-8,F-6,G-11,F#-11,A-11,G#-11,B-11,A#-11,E-18,C-3,C#-3,A#-2,B-2,G#-2,A-2,F#-2,G-2,E-2,F-2,C#--1,F--1,A--1,D-11,D#-11,C-11,A#-15,A#-10,C-16,G#-10,A-10,E-11,F-11,F-5,E-5,D#-5,D-5,C#-5,C-5,B-4,A#-4,G-5,F#-5
B-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000171265269754,9.09976067629e-06,7.77490106438e-06,2.4867501431e-05,3.36530371866e-05,6.56624686462e-06,0.0,1.28334696889e-05,0.0,1.52057017415e-05,5.20366155645e-06,0.000798466943469,0.0,0.000227842333105,2.75810252057e-05,0.0040834845735,0.00118203309693,0.0020191822312,0.00200803212851,0.00306085703997,0.0,0.00625539257981,0.00190120246994,0.0,0.0,7.34586617615e-06,6.99411694849e-06,5.72007321334e-06,2.10810152029e-05,5.11800441157e-06,8.53781954965e-06,4.18427951958e-06,4.68619961077e-06,4.54102668855e-06,1.25571367425e-05,0.0,0.0,0.0,0.0,0.0110256868705,0.0179428860248,0.000173626731527,0.00682187330807,0.017147900643,0.0416582864039,0.00885124808966,0.0157442605286,1.34862122082e-05,0.000140086395591,1.36623465591e-05,3.2767596089e-05,0.00955414012739,0.00366709183673,1.88378750292e-05,2.32825843548e-05,0.000193836014732,0.0,0.0,0.076495267831,0.0620316175264,0.00795794617738,0.0155497454245,0.00494705043785,0.00336187680427,0.0696630298349,0.290141016475,0.0124863559686,0.0294811320755,5.12028313118e-06,1.72005240295e-05,8.09040610992e-05,1.38303694937e-05,1.13238249044e-05,5.68566084862e-06,1.72626526994e-05,7.8073410777e-06,1.33345983404e-05,1.31247614907e-05,4.23375906868e-05,4.74804379449e-06,9.0836601466e-06,4.32927640606e-06,4.12982399883e-05,9.46744958289e-06,1.11495628596e-05,5.81725830954e-06,9.47714964215e-06,2.45148946114e-05,6.66568382746e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000369959304477,0.000908507635057,0.00303223936054,0.0,0.00012167857437,0.000100202954932,0.000224998762974,8.04614944018e-05,0.0036326212628,9.77892517166e-05,0.00139065547359,0.000435153351561,3.6203026573e-05,0.000251931474639,0.000150172698603,6.80758364818e-05,0.0,0.0,0.0,0.000183145990247,1.47180030613e-05,4.2815550608e-05,0.0,0.00302843362683,3.71698746488e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4113425891e-06,3.44331208363e-06,2.57008309057e-05,9.80029265182e-06,4.47873413059e-06,1.21673301273e-05,9.20205631677e-06,1.43711922939e-05,1.01248087056e-05,1.03180089735e-05,0.0,0.000340367597005,0.000195694716243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68300395936e-06,1.2405298926e-05,1.35023953249e-05,7.58684985184e-06,1.18031729275e-05,2.0953832421e-05,1.84753815541e-05,9.6950339288e-05,1.58304085231e-05,1.13257004153e-05
G#-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83566593646e-06,1.36496410144e-05,2.0733069505e-06,2.84845925482e-05,6.73060743732e-05,1.31324937292e-05,9.16170407696e-05,3.20836742224e-06,0.0,1.10737175726e-05,1.49605269748e-05,0.000241698101807,0.000132275132275,0.000227842333105,0.000128394427682,0.00499092558984,0.00202634245187,0.0020191822312,0.00334672021419,0.00810226863522,0.00116042935886,0.000215703192407,0.00323366915827,0.0,0.0,1.37158977311e-05,6.94653792163e-06,6.01955348629e-06,8.74152673678e-06,2.53415752418e-06,1.99034519438e-05,6.73669002652e-06,4.88561236016e-06,1.25269701753e-05,3.49333879301e-06,0.0,0.0,0.0,0.0,0.00256272721855,0.00960323477382,5.20508402865e-05,0.0388738494857,0.00718698776951,0.00334372485921,0.00433010697911,0.00146667065761,2.17794576466e-05,1.81842917353e-05,0.00020107110037,1.41816746514e-05,0.00212314225053,0.00478316326531,2.03010109538e-05,4.77746536111e-05,0.0,0.000205846027172,0.0,0.00643965264904,0.00557956348121,0.0283683968661,0.0248994694433,0.00511251781956,0.00881883625467,0.0442212996041,0.00926418911724,0.347253001687,0.0349768600926,2.30412740903e-05,8.96990078329e-06,6.79557380402e-06,2.61240312659e-05,5.8334855568e-06,2.10369451399e-05,1.30316103711e-05,1.18231274806e-05,6.43455977412e-06,9.46976461986e-06,1.38920219441e-05,3.69292295127e-06,9.40663472959e-06,5.72217403236e-06,9.2387328316e-06,4.9031423103e-06,7.87027966562e-06,5.36396545425e-06,1.1283438064e-05,3.99922894433e-05,7.3322522102e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00842807647889,0.000751403704953,0.0,9.77115824483e-05,0.000156457245421,0.000150310376924,0.00523681590683,0.000701695043334,0.000552953768798,0.00363775120834,0.000743920251749,3.6203026573e-05,8.3977158213e-05,0.0,3.40379182409e-05,3.90320062451e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00796365879648,0.000128707625649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47177193963e-06,1.31037154294e-05,1.01924662737e-05,3.26676421727e-06,1.17566770928e-05,4.83281804122e-06,6.90655425082e-06,2.34631710922e-05,1.03134697374e-05,1.60325985588e-05,2.46618247284e-05,0.0,0.000489236790607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08201016485e-05,9.05947141485e-06,2.14238005822e-05,3.63026686459e-06,1.36359637547e-05,8.5367465419e-06,8.03096540526e-06,1.04431546572e-05,2.25040121162e-05,1.61957515939e-05
A-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90294744171e-05,3.1849162367e-05,3.00629507823e-05,1.31119553e-05,0.0,0.000177288665345,9.81611151103e-05,1.28334696889e-05,0.0,3.05766828497e-05,4.11956539886e-05,0.000112216975839,0.000132275132275,0.000683526999316,4.7553491734e-05,0.00211736237145,0.00388382303276,0.00269224297493,0.00769745649264,0.0167446885128,0.000580214679431,0.000647109577222,0.00194995125122,0.0,0.0,1.37158977311e-05,6.09011543814e-06,8.80472002473e-06,1.43665091587e-05,2.15403389555e-05,1.57704947095e-05,8.24303065357e-06,7.72724403903e-06,1.07523160671e-05,9.53587075931e-06,0.0,0.0,0.0,0.0,0.00655581381489,0.0113722517058,0.000124550224971,0.00519761775853,0.00643046274114,0.0182019308126,0.00433010697911,0.0086802957287,1.22461007408e-05,3.97360449031e-05,4.30570921862e-05,0.00019731025602,0.0015923566879,0.0031887755102,3.84073180206e-05,6.34979573312e-05,0.000193836014732,0.000102923013586,0.0,0.0334945569603,0.0115967397845,0.0257904706397,0.044264024586,0.0167843323603,0.0243675164744,0.0455006275949,0.0427765185512,0.044868190388,0.281005250979,1.47634830282e-05,1.39230602818e-05,3.57226785103e-05,3.63687494093e-05,1.9902480135e-05,1.67726995034e-05,2.1239832488e-05,1.34539036848e-05,1.60179466717e-05,1.14633992767e-05,6.59319771633e-05,1.39459450582e-05,1.17482004563e-05,1.14819939465e-05,8.24492491744e-06,1.35135385625e-05,1.02254012322e-05,8.08372258598e-06,7.881985841e-06,4.03711067993e-05,2.99003531689e-05,0.0,0.0,0.00127551020408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00406955234924,0.00140125753882,0.00652892904264,0.0,0.000220004695072,0.000190737203687,0.00678917429188,0.000211381892072,0.000474993567795,0.000432050693948,0.00432883914186,0.00235494754962,0.0,8.3977158213e-05,7.50863493017e-05,3.40379182409e-05,0.000312256049961,0.000432022863979,0.0,4.57864975619e-05,2.94360061227e-05,4.2815550608e-05,0.0,0.00841231563008,0.000135364916631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22422310516e-06,1.09994691561e-05,1.15104576022e-05,7.37116028513e-06,5.73837810481e-06,2.03546924559e-05,1.2570129217e-05,1.84772472351e-05,1.75769194609e-05,1.14291791706e-05,0.0,0.000340367597005,0.000293542074364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35251270606e-05,1.64202919394e-05,9.81174060278e-06,1.28894868451e-05,2.00140758336e-05,1.48616996616e-05,9.77863663335e-06,1.10844009958e-05,1.6218408732e-05,2.01597467392e-05
D#-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00246487662744,0.00570706657082,0.0034976688255,0.0624929353689,0.00400471142521,0.00373619446597,0.0111380145278,0.00302549047917,0.0,0.0100709676545,0.00538687380709,0.00771275907015,0.00396825396825,0.00546821599453,0.00746494713241,0.00211736237145,0.0275244849713,0.0010095911156,0.00200803212851,0.00090025207058,0.0092834348709,0.00409836065574,0.0214819629509,0.0,0.0,0.00202062822227,0.00613426877506,0.00304858938652,0.0095805359392,0.00111160074458,0.0046904170317,0.0210456706996,0.00160965971311,0.00298554236274,0.00109445360239,0.0,0.0,0.0,0.0,0.00268192383336,0.000673911212198,0.00115775940466,0.000974553329724,0.00302610011348,0.00223753016895,0.0012098828324,0.000658505193211,0.00768551331236,0.00192467258172,0.00396649661415,0.00189497122221,0.00031847133758,0.00414540816327,0.0020743609571,0.0104850246115,0.00348904826517,0.00123507616303,0.0,0.0016726370517,0.00188720529512,0.00276846859974,0.00277510205954,0.00158678976308,0.00461039989281,0.00378970744424,0.00129303132178,0.00431647537459,0.00180224279103,0.302531928806,0.0186843526168,0.00349163928617,0.020737614584,0.00335036520479,0.00384492814888,0.0192689283506,0.0113140806884,0.0103426101888,0.0257878304221,0.00229416819534,0.00219859658835,0.00283345601657,0.00207086231149,0.00813913958614,0.00153859011179,0.00247860148469,0.00242579671508,0.00288921697655,0.00323093322954,0.00317025636277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161634644709,0.0,0.0,0.00850906400296,0.0063646862569,0.00171876201802,0.0,0.00257552982416,0.0031300238817,0.00172903613704,0.00383078538601,0.00257288182556,0.00465654636811,0.00290426524209,0.00254052765544,0.000651654478314,0.0143600940544,0.00292836762277,0.00122536505667,0.0105386416862,0.00182778903991,0.00158132940727,0.0181085597857,0.0134522547981,0.00325398184621,0.0,0.00157029891762,0.00256472135076,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.00245210218603,0.00404503087025,0.0174399248569,0.00247344309159,0.0136943360995,0.00226824050513,0.00915892293078,0.00442157593439,0.012371069837,0.0125396350441,0.00495702677041,0.00204220558203,0.00391389432485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.00272865460469,0.00133812510739,0.00647790918109,0.00129873816819,0.00274808656638,0.00189884405467,0.00127550871797,0.00642040262636,0.00250050614627,0.00208585424548
D-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108132189923,0.00750123605083,0.0975693067639,0.0152437783772,0.00388692579505,0.0106570186613,0.0104312544991,0.00469063317131,0.0,0.0240798815013,0.0101523436966,0.0110015796697,0.0108465608466,0.0143540669856,0.00761331402662,0.00196612220206,0.0136778115502,0.00807672892479,0.00769745649264,0.00252070579762,0.00319118073687,0.0362381363244,0.0370003249919,0.5,0.0,0.0106228272602,0.0044644828274,0.00740887242054,0.0245660465419,0.0124311358221,0.00712326055522,0.0468976559122,0.0476148290898,0.0127776139702,0.00674629811124,0.0,0.0,0.0,0.0,0.00309911198522,0.0112880128043,0.00692164638295,0.0255549539794,0.00252175009457,0.003997385358,0.00292919001528,0.00347211829148,0.0136913731491,0.00880776374968,0.00767520268919,0.0104721537533,0.0614649681529,0.000956632653061,0.00565904397236,0.0103580286968,0.0211281256057,0.0102923013586,0.0,0.00345678324018,0.00694710355013,0.0100427039084,0.00748436616057,0.00703872785283,0.0132891579473,0.0103553152457,0.00985746231194,0.00747527536136,0.00911133855465,0.0495785921645,0.326034306568,0.0377894512675,0.00889472041012,0.0294005384422,0.0132839780067,0.032809956218,0.0551805540375,0.0522443539134,0.0186750403753,0.0109945430815,0.00594817494142,0.00589388242135,0.0124250797542,0.0068165652909,0.00658218951095,0.00760909966505,0.0105613457842,0.00639731059136,0.00482207435838,0.0138636320309,0.0,0.0,0.00255102040816,0.0,0.0,0.0,0.0,0.00475754803294,0.0,0.0,0.00591934887162,0.0119183882972,0.0105462764101,0.0,0.00796380123866,0.0092248246668,0.0100119781499,0.00671648915134,0.00716808475037,0.00888993197424,0.0074790129738,0.00717683064375,0.00351169357758,0.0175512260665,0.0204985733594,0.00629701487457,0.0101483216237,0.0265195573427,0.00411690931894,0.0234197935029,0.00669669139291,0.00993320774105,0.0,0.00431832202344,0.00726532355821,0.0,0.0,0.0,0.428571428571,0.0,0.0,0.0,0.00929481969393,0.0243182002956,0.0440293455163,0.0108754768952,0.041786356171,0.0362787710451,0.0551417888022,0.0282866711474,0.0308680262629,0.0247598880258,0.00960578073172,0.00970047651464,0.00655577299413,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.00718144467133,0.00643577642913,0.00612477653536,0.00995406937416,0.00592629248409,0.00542948721083,0.00617826745861,0.0127104184972,0.00611752169367,0.00886451245804
A-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296296296296,0.0,0.0,0.0,0.00532489469425,0.00799110650057,0.0197938614564,0.00561689036868,0.0158001009591,0.184367079465,0.00345527125188,0.00701990791985,0.0,0.0283968132816,0.0146964411508,0.00204148575276,0.00436507936508,0.00318979266348,0.00134243507165,0.000756200846945,0.0173927727119,0.00218744741713,0.00200803212851,0.00216060496939,0.00203075137801,0.00172562553926,0.00204744881378,0.0,0.0,0.00215044133341,0.000511379380696,0.00165825221935,0.00340896738752,0.00696662263609,0.00117044261253,0.00203347616093,0.00223800928645,0.00153596313062,0.0055586101289,0.0,0.0,0.0,0.0,0.00154955599261,0.00353803386404,0.00403022220504,0.000649702219816,0.000189131257092,0.00201126307321,0.00203769740194,0.00338232212877,0.00418072578454,0.00251128436326,0.00266112150201,0.00513658494176,0.00180467091295,0.00111607142857,0.00222030876557,0.0036375258414,0.00445822833883,0.00566076574722,0.0,0.00579847511255,0.00309064055577,0.00230892522893,0.00241579132456,0.00401364469486,0.00177229375008,0.0012069131988,0.00505042822155,0.00310918532729,0.00507297970808,0.00290046971771,0.00983512657011,0.420550145779,0.0238886337669,0.0337782833974,0.0199850978829,0.0067054405027,0.00583978920261,0.00897402039646,0.0161816679645,0.00242492960824,0.00264333002377,0.00473432292476,0.00226823966972,0.0011232605969,0.00495227339076,0.00140717023021,0.00249666149812,0.00169096746239,0.00102827265455,0.00521740213505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00243976822202,0.0,0.0,0.00258971513134,0.000749390478635,0.00264766266115,0.0,0.00184484383968,0.00255605432407,0.0058275613215,0.00138966547111,0.0025171060657,0.000985004462746,0.00331976596286,0.00245893640202,0.00162913619579,0.00319113201209,0.00390449016369,0.00405051227067,0.0164324746292,0.0147884749593,0.0032171874148,0.0109200796685,0.00426822088779,0.00372495290289,0.0,0.00123380629241,0.00129484309597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015967247292,0.0026186388396,0.00376506189507,0.0024683335373,0.00414702788404,0.0346470411043,0.00432221988562,0.00321034838468,0.00889590218806,0.00303111355921,0.00545026326498,0.00187202178353,0.0138943248532,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00153191953854,0.00432630939474,0.00100403811636,0.00229094312865,0.00446313891088,0.00253886722495,0.00206146143597,0.00218814625608,0.00186659140497,0.00238281411037
G#-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307692307692,0.0,0.0,0.00327530836144,0.0138468024958,0.00345309272606,0.0184060202865,0.13097762073,0.00173348917226,0.0042143838754,0.00185122800263,0.0,0.00833950100837,0.00877770976881,0.000958160332162,0.00449735449735,0.004329004329,0.00219174043402,0.00604960677556,0.0016886187099,0.0020191822312,0.0,0.000360100828232,0.00783289817232,0.000215703192407,0.000389990250244,0.0,0.0,0.000934930886648,0.000904810353805,0.000276300499824,0.00148243624577,0.000236148698699,0.00461096636697,0.00178476258628,0.000220450794455,0.000607244879249,0.000444928623299,0.0,0.0,0.0,0.0,0.000893974611121,0.00109510571982,0.000517162277418,0.00270709258257,0.00145000630438,0.00125703942076,0.00222873153337,0.000688437247448,0.00162702624525,0.000935817532082,0.00297604549037,0.000429766401393,0.00212314225053,0.00207270408163,0.00107796539245,0.00160710306293,0.0153130451638,0.000720461095101,0.0,0.00118478457829,0.000601717630327,0.000818211367534,0.000611592740394,0.000632170253208,0.000736933140066,0.00188278459013,0.00144515265376,0.00340687328416,0.00179111783553,0.00680886716979,0.000810001754798,0.00575125940808,0.414665723811,0.0084126868474,0.0225865720042,0.00806275888161,0.00158892640988,0.00204052211935,0.0130500001911,0.00048423619348,0.00119969533615,0.00132508397036,0.000345984476608,0.0029064464565,0.000550646799214,0.000813918088753,0.00084233144834,0.000351405202078,0.0040870063374,0.000566221273926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09942055505e-05,0.0,0.0,0.00110987791343,0.00217117926344,0.000434867498536,0.0,0.000478725300171,0.000875457395725,0.000339832156524,0.00382805787773,0.000946388699471,0.00139394133356,0.00193335029255,0.00101589109647,0.000905075664326,0.0139402082634,0.00247784952696,0.027264372511,0.00382513661202,0.000299092751986,0.00357162331643,0.00460154300497,0.0108618862593,0.00124165096763,0.0,5.60821042005e-05,0.000910939316019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000581813786956,0.0012965982946,0.00158211679073,0.000616329515659,0.0118681789112,0.000496245127809,0.0013859018543,0.000640251281177,0.00108772517873,0.00123776423032,0.00229971515592,0.00136147038802,0.00185909980431,0.454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00101239554027,0.00062206654573,0.0028382034973,0.000300333201393,0.00147810914636,0.00111753772912,0.000876706788205,0.00140329127317,0.000375584202215,0.000883857660409
G-1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023126408321,0.00415404074873,0.0313084899328,0.0116624060348,0.00319703853273,0.00833913351806,0.00540540540541,0.00567881033736,0.0,0.0192530628746,0.0344900856154,0.0017264150129,0.00238095238095,0.000911369332422,0.00146607415016,0.00105868118572,0.0048969942587,0.000673060743732,0.0,0.000360100828232,0.0,0.00150992234685,0.00193370165746,0.0,0.0,0.00338153802758,0.00202639075399,0.00621718051841,0.00262195126586,0.00118635839154,0.000849050806552,0.00168233142364,0.00408267692472,0.00165940598256,0.00101944123291,0.0,0.0,0.0,0.0,0.00107276953335,0.00345379496251,0.00198685493208,0.000216567406605,0.00132391879965,0.00155872888174,0.000700458481915,0.00185578736269,0.00304114085295,0.00265692707021,0.00159683850541,0.00198578679094,0.00031847133758,0.00175382653061,0.00202223673978,0.00195241100232,0.00135685210312,0.00627830382874,0.0,0.00170051433589,0.000820524041354,0.0014907138614,0.00529792211366,0.00176498540493,0.00165657697602,0.00321038910882,0.00170375891811,0.00216650679721,0.00181336774653,0.00246413625688,0.00676966297742,0.0231102771942,0.0146248473857,0.411277317155,0.0261847424723,0.0022346673161,0.00825350106247,0.00400873073927,0.0132226157251,0.00355701914254,0.00200291754676,0.00077982213063,0.00386103692833,0.00121115738575,0.00173152676856,0.00172991131984,0.000856685722091,0.00501059716576,0.000589331572446,0.0020637338026,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.00298871607197,0.0,0.0,0.00258971513134,0.000713460798152,0.00316832034647,0.0,0.0045623320006,0.00143448440745,0.00181306057135,0.00102008809852,0.00241994829047,0.00182065806832,0.000792843212075,0.00215656881582,0.00289624212584,0.000671817265704,0.00225259047905,0.0133088260322,0.00238095238095,0.00352264796783,0.00261737281204,0.00950069824409,0.125073590015,0.00282582634013,0.0,0.000616903146206,0.00178748262863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00214814255284,0.00104561910273,0.00279049517374,0.00160599154712,0.00339623342192,0.00184477193136,0.00300348903283,0.0328395821819,0.00250126795935,0.00275109866953,0.00508650135023,0.000510551395507,0.00225048923679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00192120451917,0.00180808518703,0.00122142668109,0.00362814580979,0.000896308026158,0.00213034509953,0.00327376271119,0.00271329647185,0.004316502324,0.000889180739604
F#-1,0.0,0.0,0.222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00314769894476,0.0174548576039,0.00792003255092,0.0139063589366,0.00329799764429,0.00197644030625,0.00159021006479,0.0123586313105,0.0,0.0190405136089,0.0126889118862,0.000733726380485,0.0345238095238,0.004329004329,0.0010832685417,0.00241984271022,0.00759878419453,0.00218744741713,0.00100401606426,0.00198055455528,0.00116042935886,0.00107851596204,0.000292492687683,0.0,0.0,0.000905086611151,0.00119523273376,0.000249047794985,0.00262752557277,0.000881712905642,0.000707170735182,0.000652329177102,0.000382124681027,0.000314113777146,0.000477360025337,0.0,0.0,0.0,0.0,0.00029799153704,0.000589672310673,0.00066587896395,0.000866269626421,0.000315218761821,0.000150844730491,0.00114620478859,5.98641084738e-05,0.00148689364944,0.0013373873079,0.00121125672474,0.000889129341189,0.00498938428875,0.000478316326531,0.000287871993164,0.00192912841797,0.000387672029463,0.00154384520379,0.0,0.00103145951521,0.000847874842733,0.00174850648404,0.000366955644237,0.000666112280225,0.00241178118567,0.00132760451868,0.00053242466191,0.000347302616346,0.000456123175507,0.00122596645771,0.00118501260678,0.00483844854846,0.0165331822579,0.00776196725264,0.42104649705,0.00518920417394,0.00100388544661,0.00380737009,0.00285870596165,0.000487102801183,0.000257449485746,0.00248722726361,0.000472493462369,0.000780875366623,0.000663359277932,0.000272508433422,0.00297851180329,0.000231603708953,0.00103206082811,0.000955859060857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000548947849954,0.0,0.0,0.00184979652238,0.000939304504042,0.000689279776591,0.0,0.000329392504354,0.0024426667698,0.000826240270671,0.00174287779399,0.000872620759018,0.00128548416348,0.00210294242347,0.000411155924085,0.00123090290348,0.00125965737319,0.00127646793813,0.00789679703189,0.000780640124902,0.000432022863979,0.00411690931894,0.00895126027335,0.00560755916637,0.120268881658,0.0,0.000448656833604,0.00039278016793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000254407565755,0.00253829489099,0.00104912109748,0.000949706992191,0.00133424288959,0.000492435730059,0.0030165703874,0.000536426749094,0.00118894182228,0.000697338668009,0.00252783703466,0.000850918992512,0.000293542074364,0.0,0.0,0.260869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000374884698292,0.000728927129009,0.000952909046065,0.000461818892594,0.00245850561567,0.000231384634679,0.000933963826534,0.001288080681,0.000253984936745,0.00253423872493
C#-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384615384615,0.166666666667,0.0,0.00230032764277,0.0929813545904,0.00277252971956,0.00768270153301,0.00669695440013,0.00504944383889,0.00306262679144,0.0030736159905,0.0,0.00527456043126,0.00292640916781,0.00637047139762,0.00277777777778,0.00113921166553,0.00268249246872,0.00120992135511,0.00692333671057,0.00302877334679,0.00133868808568,0.00720201656464,0.0185668697418,0.00215703192407,0.0226031849204,0.5,0.0,0.00310301856279,0.00194312745698,0.00119049398103,0.00600109611144,0.00168461848122,0.00728074797825,0.0138202568252,0.00135839964887,0.00307448385099,0.00190330315482,0.0,0.0,0.0,0.0,0.00196674414447,0.00362227276556,0.00226978842821,0.000974553329724,0.00151305005674,0.00120675784393,0.00369332654101,0.00134694244066,0.00884811781307,0.00201778289033,0.00584582828528,0.00277432313553,0.0015923566879,0.00255102040816,0.00127219668644,0.00683873000457,0.00155068811785,0.00195553725813,0.0,0.00266228064062,0.00123078606203,0.00163642273507,0.000947968747611,0.00194318104677,0.00154695055849,0.000941392295066,0.00223618358002,0.00352264082294,0.00248086507654,0.0154949154735,0.00753843768823,0.0100497353354,0.0242740912871,0.00331822384319,0.0164017101331,0.285358334168,0.0083967035979,0.0132481014284,0.0104366774284,0.00132018310126,0.0018475624713,0.0068853740193,0.00250589812147,0.00393886564851,0.00311303694316,0.00284346645752,0.00268213382474,0.00128420069309,0.00518319553221,0.00523663739409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00103690149436,0.0,0.0,0.0062893081761,0.00209931990248,0.00138151783548,0.0,0.00124935627118,0.00291203850606,0.00186440883676,0.00389079056828,0.00184419851133,0.00309725229983,0.00546934622234,0.00100949178248,0.00629932662371,0.000671817265704,0.0187715873254,0.00255284386807,0.00507416081187,0.000498487919976,0.00095425050439,0.0020374991415,0.00632874131638,0.0026973796883,0.0,0.000560821042005,0.00276277575747,0.454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.00171425981599,0.028898187957,0.00634915962676,0.00250803728701,0.0180296107775,0.00275447885676,0.0218080615246,0.0021747426706,0.00591037280363,0.00405346950989,0.00570921242463,0.000340367597005,0.003228962818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00273366685766,0.00254828518104,0.00402830462124,0.00132292635078,0.00651425178147,0.00121404176844,0.00186509809013,0.00651139853536,0.00115593022235,0.00253446523893
