,C-17,C#-10,C-10,B-9,A#-9,F-10,E-10,D#-10,D-10,G-10,F#-10,C-1,C#-1,D-1,D#-1,G#-0,A-0,A#-0,B-0,E-12,E-1,F-1,C--1,E--1,G#--1,D#-6,C-9,C#-9,D-9,D#-9,E-9,F-9,F#-9,G-9,G#-9,A-9,B-3,A#-3,G-3,F#-3,A-3,G#-3,D#-3,D-3,F-3,E-3,G#-15,D#-15,C#-15,C-15,G-8,F#-8,E-6,G#-8,D#-8,D-8,F-8,E-8,A#-5,B-5,G#-5,A-5,B-8,A#-8,C-6,C#-6,D#--1,G--1,G-19,C-8,C#-8,F#-7,G-7,E-7,F-7,A#-7,B-7,G#-7,A-7,D#-2,D-2,A-1,G#-1,G-1,F#-1,C#-2,C-2,B-1,A#-1,D-6,C-4,C#-4,D-4,D#-4,E-4,F-4,F#-4,G-4,G#-4,A-4,C#-20,D-20,D#-20,C#-14,C#-11,D-14,D#-14,D--1,G-14,E-14,F#--1,D#-7,D-7,C#-18,G-6,F#-6,A-6,G#-6,B-6,A#-6,C#-7,C-7,B--1,A#--1,C#-0,C-0,D#-0,D-0,F-0,E-0,G-0,F#-0,B-10,A-8,F-6,G-11,F#-11,A-11,G#-11,B-11,A#-11,E-18,C-3,C#-3,A#-2,B-2,G#-2,A-2,F#-2,G-2,E-2,F-2,C#--1,F--1,A--1,D-11,D#-11,C-11,A#-15,A#-10,C-16,G#-10,A-10,E-11,F-11,F-5,E-5,D#-5,D-5,C#-5,C-5,B-4,A#-4,G-5,F#-5
A-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00505288514817,0.00330472975227,0.0191454347077,0.00413297873783,0.0015143866734,0.0130274337794,0.00204175119429,0.00452379806535,0.0,0.0069597488547,0.0142239920453,0.00704808929018,0.0138888888889,0.00318979266348,0.00425270876577,0.00438596491228,0.00405268490375,0.00555275113579,0.00234270414993,0.00648181490817,0.00783289817232,0.00819672131148,0.00498862528437,0.0,0.0,0.0267881241035,0.0160920357277,0.0282493452388,0.0409519750656,0.193138231858,0.0143944374746,0.0100851178693,0.0880184444828,0.0797263880053,0.089580489193,0.0,0.0,0.0,0.0,0.00321830860004,0.0117092073119,0.00795225302062,0.00519761775853,0.00277392510402,0.0122687047466,0.00541263372389,0.00757280972193,0.00789299946226,0.00571289832018,0.00476125877409,0.0160348055292,0.0125265392781,0.0046237244898,0.00713370209236,0.00834726004802,0.00581508044195,0.00607245780156,0.0,0.00542213177592,0.0047043378371,0.00733027718311,0.00528263229515,0.00724662276831,0.00454949632752,0.00224485854977,0.00549158008428,0.00150497800417,0.0113919544322,0.0036709869909,0.0123098334829,0.0258552298506,0.00235910247049,0.00510738817809,0.0101156434988,0.00544602844327,0.0101608161415,0.00991549232528,0.00261830684928,0.00717335501371,0.0688014483231,0.0776851571903,0.0581847596257,0.0120960778156,0.0417874688319,0.0362074899067,0.0497267928412,0.0103873313405,0.00423025341474,0.0279148554496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00304971027752,0.5,0.0,0.00554938956715,0.00325420248941,0.00720045912541,0.0,0.00441668643431,0.00802766304735,0.0142094654459,0.00446902232466,0.00475893176825,0.00296390332021,0.00688544051556,0.00674807660619,0.00238939975382,0.00529056096742,0.00292836762277,0.00565029442799,0.00281030444965,0.00741085374364,0.00229020121053,0.00265561685859,0.00367950076534,0.00548039047782,0.0,0.0103191071729,0.00607699711795,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0208632332724,0.0256901688658,0.00800750024932,0.0122177819358,0.00691549207199,0.0717498360538,0.00903918593437,0.00752669199672,0.00998054590327,0.0202840944717,0.00732456194434,0.00306330837304,0.00381604696673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070177906339,0.0106318559223,0.00333734204448,0.0088067826764,0.0116648338758,0.00958385611205,0.00630314272898,0.00489402259172,0.00491208264467,0.00928990576564
G#-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.00168578755719,0.011549112925,0.00161562444118,0.00521539325467,0.013612653542,0.00114909320131,0.00395916497611,0.00273352904375,0.0,0.00634788463897,0.00475831485491,0.00166167444992,0.00224867724868,0.0041011619959,0.00610111298947,0.00710828796128,0.00219520432286,0.00387009927646,0.0016733601071,0.00666186532229,0.00203075137801,0.00366695427092,0.00479363015925,0.0,0.0,0.0322569181728,0.0170016039842,0.00608271387586,0.0131456092578,0.00614026368108,0.186397295741,0.0263022973745,0.00505037714435,0.0307514151692,0.0362220050792,0.0,0.0,0.0,0.0,0.000357589844448,0.00151630022745,0.00311858891659,0.00292365998917,0.00214348758038,0.00281576830249,0.00191034131431,0.00095782573558,0.00700143682415,0.00427701276537,0.0128304614575,0.00178926929934,0.00191082802548,0.00207270408163,0.00325456297227,0.00517508352249,0.00193836014732,0.000720461095101,0.0,0.00402826756617,0.00314534215853,0.00168125623466,0.00144488784918,0.00465430045482,0.00290510006456,0.00374143091629,0.00115612212301,0.0048953130685,0.00372686009256,0.00728027457006,0.00330908018374,0.00176813483814,0.0238517527816,0.00155319412502,0.00347536019372,0.0135961160385,0.00476478152879,0.0055410869231,0.0045537938286,0.00272592341703,0.0213083948029,0.0363005263961,0.00777430751765,0.0278342407904,0.0142023901942,0.0156930395366,0.00576203213,0.00251984272342,0.0316431549165,0.00398922132262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000670936261055,0.0,0.0,0.00110987791343,0.00535352239189,0.00147322458688,0.0,0.00175389217803,0.00278722429904,0.00220237378363,0.0160950263886,0.0043091272533,0.00324126919781,0.00419316543712,0.00372920022974,0.00177394830208,0.0038629492778,0.00225259047905,0.0020763130127,0.0112802498048,0.00162839387192,0.0019357653089,0.0248620681761,0.00158954433063,0.0169977735914,0.0,0.00117772418821,0.00387787199694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057714259816,0.0470244522982,0.00834613615465,0.0125009015013,0.0279139437363,0.00297832361709,0.00841300504767,0.00194908562263,0.00778207889993,0.00656804766603,0.00479672490968,0.000510551395507,0.000489236790607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00458239260771,0.00341984751057,0.00771292827348,0.00246564462282,0.00778987419724,0.00399511977482,0.00479427829084,0.00728639053887,0.0015505264348,0.00287117831228
D#-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00283763044985,0.00739810542983,0.00281140422488,0.0145904412942,0.00530035335689,0.00217999395905,0.00357960866435,0.00198597943436,0.0,0.00339814378049,0.0039072993712,0.0253912488023,0.00529100529101,0.00637958532695,0.00823769137308,0.002722323049,0.00202634245187,0.00437489483426,0.0110441767068,0.00864241987757,0.00174064403829,0.010569456428,0.025268118297,0.0,0.0,0.0071929312058,0.0280911808277,0.0133784127012,0.0142830212439,0.00521549494221,0.033282052035,0.32970875699,0.00846547003729,0.0157288637521,0.00644110303966,0.0,0.0,0.0,0.0,0.00208594075928,0.00202173363659,0.00233262122827,0.000541418516513,0.00239566258984,0.0271017699115,0.0012098828324,0.000778233410159,0.00734394011006,0.00395020063335,0.00483619467491,0.0028957922619,0.00106157112527,0.00111607142857,0.00365857137945,0.0043248156367,0.00969180073658,0.00442568958419,0.0,0.00209079631462,0.00210601170614,0.00226409172934,0.00261455896519,0.00203652162107,0.00352631643056,0.00374143091629,0.00209927438125,0.00302649422816,0.00303711285155,0.0501897832943,0.0282903770781,0.00413859627873,0.00959930090043,0.00415733070682,0.00362972588576,0.0308456525067,0.0278890861811,0.035762352267,0.00608606819859,0.00295040085099,0.00779658609687,0.00593756473369,0.00404296065209,0.0231268303549,0.00329088547501,0.00390520892075,0.00469532071829,0.00517586082721,0.0061505327092,0.0058073532434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00286672766087,0.0,0.0,0.00517943026267,0.00855126395483,0.00392859889834,0.0,0.00520268086168,0.00381474407374,0.00257114768975,0.0040203472118,0.00400685861924,0.00703193619162,0.00285338760282,0.00282209747115,0.00148432408949,0.00487067517635,0.00210241778045,0.0095646550257,0.00370804059329,0.0020271842079,0.000926986204264,0.00283876284884,0.00650535735311,0.00351087514985,0.0,0.00162638102182,0.00346012698783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014796368196,0.0219594358707,0.0210675641895,0.0136605190352,0.0366155176568,0.00619817442288,0.0128065859779,0.00622712560786,0.0193417490827,0.00786637067209,0.00660320357103,0.00187202178353,0.00851272015656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00377724974975,0.00264603481864,0.0107566382276,0.00257479736585,0.00388023811618,0.00375938916009,0.00277792341705,0.00947270466255,0.00393789172016,0.00352523751126
D-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00248278672101,0.000937275349658,0.0227078943754,0.00194237792996,0.00119468282012,0.00194360907193,0.00236895491133,0.00239665046441,0.0,0.00225920366418,0.00179005957542,0.00394917434202,0.0021164021164,0.00455684666211,0.00168719788672,0.00120992135511,0.0292131036812,0.00117785630153,0.00100401606426,0.00216060496939,0.00319118073687,0.00733390854185,0.00151121221969,0.0,0.0,0.0149380492746,0.0095647166117,0.0379012051116,0.0138615529664,0.0405455265995,0.0051130119089,0.00682368119773,0.258252970826,0.0222870458132,0.0195440031576,0.0,0.0,0.0,0.0,0.00154955599261,0.0119619240165,0.00267801573274,0.00108283703303,0.00119783129492,0.00419851166533,0.00216505348956,0.00466940046095,0.00331621307781,0.00354105406931,0.0019435032989,0.00461758850048,0.000636942675159,0.00223214285714,0.00231230343683,0.00246765157038,0.0031013762357,0.00432276657061,0.0,0.00135204828346,0.000656419233084,0.00263396810097,0.00613121722245,0.0027026339013,0.00261276295114,0.00127932799073,0.00132345558818,0.00143882512486,0.00270336418654,0.00235430618371,0.0264399407602,0.00360128678782,0.000954039377111,0.00875446047179,0.00194478029327,0.00195601086836,0.00310933983448,0.00295023196588,0.00309561621337,0.00748912287758,0.00633994589799,0.00328202734053,0.0247123567581,0.00132912606593,0.00411329790594,0.00666079058867,0.0149361884538,0.007336439821,0.00135118739218,0.00664962905184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00262275083867,0.0,0.0,0.00332963374029,0.0014371872193,0.00740162232201,0.0,0.00372041459209,0.00487566483342,0.00492849987443,0.00205108623017,0.00362182595444,0.00191133537446,0.00211566183329,0.00174221323474,0.000615451451741,0.000923748740343,0.00112629523953,0.00122536505667,0.000546448087432,0.00578245987172,0.00169038660778,0.00169410040979,0.00347344872248,0.00299708854256,0.0,0.000897313667209,0.0033602676231,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0228095417944,0.0166934639241,0.0101504662834,0.036999455288,0.00367162891747,0.0360137051897,0.00442353272134,0.0667209291603,0.00531530446589,0.00698648261455,0.00318754084615,0.00221238938053,0.0013698630137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00386436747993,0.00290767853001,0.00121395535568,0.00941515829758,0.00176988944606,0.00298735684555,0.00456866225754,0.00292420544617,0.00376639562783,0.00581608693426
F-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510101852463,0.00480619026386,0.00430936849662,0.00305734626685,0.00429076224129,0.00114909320131,0.00652444211766,0.00190577024881,0.0,0.00166436322323,0.0219475267105,0.00308596683557,0.00198412698413,0.000683526999316,0.00358315560216,0.00120992135511,0.00101317122594,0.00487969039206,0.00133868808568,0.00126035289881,0.00145053669858,0.00150992234685,0.00116997075073,0.0,0.0,0.00768681195019,0.0497245079187,0.015512179698,0.00632113734104,0.0294319042432,0.0253070216224,0.0143034992669,0.0264912359592,0.223965889478,0.0115483171478,0.0,0.0,0.0,0.0,0.00256272721855,0.00454890068234,0.00164034505246,0.00454791553871,0.000819568780734,0.00271520514883,0.00401171676006,0.00272381693556,0.00597718225903,0.00176774887897,0.00414810922094,0.00441173400569,0.000636942675159,0.0015943877551,0.00528429828367,0.00397618161383,0.000581508044195,0.00102923013586,0.0,0.00347072188227,0.00205131010339,0.00156917248568,0.0024769505986,0.00218501798927,0.0120467252153,0.00357246306846,0.00109527359022,0.00201766281877,0.00303711285155,0.00439106947524,0.00609154833523,0.00259076659674,0.00292281808633,0.00365542218479,0.00143079655256,0.0050644730461,0.00667615316364,0.00605905529436,0.0139702287214,0.00355701914254,0.0267893576475,0.00835813811774,0.0152043810922,0.00807056684006,0.00345193177529,0.0278947455032,0.000959772072265,0.00344656251701,0.00541427411938,0.00567331586404,0.0,0.0,0.00255102040816,0.0,0.0,0.0,0.0,0.000670936261055,0.0,0.0,0.00295967443581,0.00510714744001,0.0045942124165,0.0,0.00294363823854,0.00123144157772,0.00364385963438,0.0041649051509,0.00143577601175,0.00497658391918,0.00184855422708,0.00429074003267,0.000760263558033,0.00159556600605,0.00232767682835,0.00289322305048,0.00304449648712,0.00265860223987,0.0101695839468,0.00228932487809,0.00264924055104,0.00124165096763,0.0,0.00235544837642,0.0107837018421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416917196682,0.0174594095676,0.0339460528576,0.00474283906437,0.00773589352705,0.00684963829484,0.00438276500561,0.00823768473874,0.0061672033549,0.0685784879037,0.0060298161461,0.00646698434309,0.00557729941292,0.0,0.0,0.0434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116881761271,0.00197784732752,0.00376410775272,0.00399863697756,0.00261619893845,0.00676506120731,0.00146205181596,0.00580376793295,0.0029453871858,0.000886802342517
E-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00423909527162,0.00284367521134,0.00184938979985,0.00165074995863,0.00178361097089,0.00527269623229,0.000641319285387,0.00424467009962,0.0,0.0162836537715,0.000969615603353,0.00207169801549,0.00608465608466,0.00182273866484,0.00194113353258,0.00393224440411,0.00557244174265,0.0020191822312,0.020749665328,0.00720201656464,0.00145053669858,0.0140207075065,0.00606109847254,0.0,0.0,0.0334529390336,0.0073530055481,0.0350845033004,0.00972820439666,0.0397279378171,0.0321956824736,0.00679916131975,0.0219265784192,0.0130165137306,0.219050517125,0.0,0.0,0.0,0.0,0.00321830860004,0.00606520090978,0.00878283571491,0.00259880887926,0.00239566258984,0.00691371681416,0.0042664289353,0.003412254183,0.003190031736,0.00534651851632,0.00446082515329,0.00377320630663,0.00254777070064,0.00286989795918,0.00287286738794,0.0040674977239,0.00271370420624,0.00391107451626,0.0,0.0016865756938,0.0013948908703,0.00429280758583,0.00266042842071,0.00652535469418,0.00249704617708,0.000700009655306,0.00317933583826,0.00170343664208,0.00222499110004,0.00189663820984,0.0031510472889,0.0103149463779,0.00223898315026,0.00239481739417,0.00254973460757,0.00361170235226,0.00407683858704,0.00401081170329,0.000723523244202,0.00270056496428,0.0146229197662,0.0209905622386,0.00600498871932,0.00206870319257,0.0264758722446,0.00133496637662,0.00387191424666,0.00587970339618,0.00889998907924,0.00496964818959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000975907288808,0.0,0.0,0.00184979652238,0.0014269215963,0.00276007738867,0.0,0.00329208142878,0.00304740039255,0.00391927305794,0.00386760674786,0.00487947937826,0.00206424220442,0.00340032222505,0.00254852679793,0.00546665701253,0.00856567013772,0.00202733143115,0.0014976684026,0.00191256830601,0.00122960353594,0.000436228802007,0.00428103752203,0.00139821029083,0.00192669977736,0.0,0.00168246312602,0.00122327721792,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0377272521264,0.0310855519581,0.00426159316156,0.0609930845952,0.00497060177578,0.0828872642281,0.00415961012792,0.0104667446504,0.0329147469097,0.00304143156819,0.00260182250885,0.000850918992512,0.00362035225049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00115576188711,0.00986998526086,0.00146879056345,0.00271707119533,0.0047999325533,0.00333220260245,0.0082228763506,0.00234702267035,0.00394619492463,0.00304729295374
D#-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26488705894e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.68566828378e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D#-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72643001254e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C#-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11938084807e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3055873351e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3581425442e-06,0.0,5.18326737626e-07,2.03461375345e-05,1.68265185933e-05,0.0,0.0,0.0,0.0,2.31391113457e-06,2.81865000975e-06,0.000146745276097,0.000396825396825,0.0,5.70641900808e-06,0.0216273442226,0.0103005741304,0.0366818105334,0.00803212851406,0.0120633777458,0.00174064403829,0.00194132873167,0.00492362690933,0.0,0.0,3.52384724317e-06,1.90316107442e-06,2.09636191065e-06,1.16553689824e-06,1.61490430462e-06,1.68581150343e-06,1.59002621744e-06,9.47210559623e-07,1.20050130847e-06,1.98270580144e-06,0.0,0.0,0.0,0.0,0.369986292389,0.0438884676944,8.92300119196e-06,0.0599891716297,0.0219392258227,0.00708970233307,0.0397350993377,0.0116735011524,2.01518113456e-06,2.1888499311e-06,1.79404550776e-06,4.66850159332e-06,0.026008492569,0.0294961734694,4.38940777379e-06,4.83793960619e-06,0.0,0.0,0.0,0.00178414618848,0.00262567693233,0.000437126621011,0.00373836062566,0.000241836942502,0.000395873174416,0.00219658202182,0.00149078905335,0.000479608374955,0.00190236739053,5.20562118336e-06,6.11136097323e-06,2.38763403925e-06,4.09788725739e-06,2.74516967379e-06,3.12711346674e-06,3.55407555575e-06,8.96926912321e-07,1.25405462832e-05,8.30681107006e-07,4.18965741171e-06,1.6285560841e-06,5.61168337946e-06,1.43054350809e-06,1.0674233152e-06,2.81033766566e-06,1.12091861904e-05,2.45533629948e-06,4.24595070601e-06,1.67761971954e-06,3.56137964496e-06,0.0,0.0,0.0676020408163,0.0,0.0,0.0,0.0,6.09942055505e-05,0.0,0.0,0.0,0.00016424996792,0.000174538655875,0.0,7.25155140182e-05,0.000100202954932,2.61409351173e-05,0.000109100331392,8.63624668719e-05,2.66697959227e-05,3.3918426185e-05,1.11987994887e-05,0.0,8.3977158213e-05,0.0,3.40379182409e-05,0.00128805620609,3.32325279984e-05,0.0,0.0,0.0,0.0,0.0,0.0368459424598,6.10251673338e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17545661928e-06,2.19989383121e-06,8.34727841381e-07,8.37631850583e-07,1.30629745475e-06,4.32110789568e-06,2.56615078115e-06,3.46081773609e-06,7.8608763242e-07,2.85729479266e-06,1.23309123642e-05,0.000510551395507,0.000489236790607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65974026346e-06,2.62518773953e-06,3.87068665981e-06,2.20263382795e-06,3.15240022287e-06,1.35811876803e-06,2.87117416043e-06,1.25195713726e-06,4.50080242323e-06,1.01931303738e-06
F#-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03665347525e-06,1.80854555862e-06,0.0,0.0,0.0,6.41673484447e-06,0.0,6.61117467021e-07,2.16819231519e-07,0.000237382064274,0.0010582010582,0.000227842333105,1.14128380162e-05,0.0161826981246,0.0420466058764,0.0185091704526,0.00234270414993,0.00522146200936,0.00145053669858,0.0090595340811,0.000974975625609,0.0,0.0,7.3187596589e-07,1.71284496698e-06,5.3906449131e-07,1.24155017421e-06,6.40992785527e-06,3.64352808807e-06,5.85799132741e-07,4.58649323607e-06,2.19221978068e-06,6.65622661912e-06,0.0,0.0,0.0,0.0,0.042493593182,0.231235784685,1.37562935043e-05,0.04688684353,0.0119783129492,0.0068131536605,0.0373153336729,0.013649016732,6.2005573371e-07,2.1888499311e-06,2.48406301074e-06,1.58552884302e-06,0.014118895966,0.0586734693878,2.37759587747e-06,1.81422735232e-06,0.00135685210312,0.000102923013586,0.0,0.000892073094239,0.00382911219299,0.00164763110997,0.00052749873859,0.000229108682371,0.000213162478531,0.0028241768852,0.00407685169691,0.000959216749909,0.000901121395514,1.28007078279e-06,2.88318239463e-06,7.07107003932e-06,5.37847702532e-06,3.08831588301e-06,5.68566084862e-07,4.73876740767e-06,2.01808555272e-06,2.98454049097e-06,1.66136221401e-06,2.64609941792e-06,7.56934517962e-07,4.03718228738e-07,1.73171056242e-06,8.09769411535e-07,4.12581487086e-06,2.1166282434e-06,4.23073331603e-06,1.17291455967e-06,1.56938618925e-06,4.13272397302e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000739918608953,0.000210445271397,0.000118331292119,0.0,1.47489181054e-05,6.76809432438e-05,3.73441930247e-05,0.000103645314823,0.00021410694912,5.51175782403e-05,5.08776392775e-05,1.43984564855e-05,3.6203026573e-05,8.3977158213e-05,7.50863493017e-05,6.80758364818e-05,0.0,0.0,0.0,0.0,0.0,0.000128446651824,0.0,0.0138522797375,4.43819398791e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02146752678e-07,8.60828020909e-07,8.78660885664e-07,1.59150051611e-06,1.7261787795e-06,5.8562383323e-06,3.60864953599e-06,7.62553060495e-07,6.60313611233e-07,8.73062297757e-07,6.1654561821e-06,0.00068073519401,0.000293542074364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54590627023e-06,2.0074965067e-06,9.90175657162e-07,1.18289594464e-06,1.83279082725e-06,2.91025450292e-06,4.95173514625e-06,6.59567662558e-06,1.5520008356e-06,8.83404632393e-06
